,global_unique_identifier,observation_date,category,common_name,scientific_name,state,county,iba_code,usfws_code,lat,long,observer_id,trip_comments,observation_year,observation_month,season,geometry
1634229,URN:CornellLabOfOrnithology:EBIRD:OBS293428564,2015-01-26,species,Merlin,Falco columbarius,Tennessee,Davidson,,,36.1084577,-86.6022437,obsr358441,Submitted from  BirdLog NA for Android v1.9.6,2015,1,offseason,POINT (-86.6022437 36.1084577)
1634230,URN:CornellLabOfOrnithology:EBIRD:OBS288782807,2015-01-03,species,Merlin,Falco columbarius,Tennessee,Davidson,,,36.1084577,-86.6022437,obsr164304,,2015,1,offseason,POINT (-86.6022437 36.1084577)
1634231,URN:CornellLabOfOrnithology:EBIRD:OBS288756571,2015-01-03,species,Merlin,Falco columbarius,Tennessee,Davidson,,,36.1084577,-86.6022437,obsr212351,Submitted from  BirdLog NA for Android v1.9.6,2015,1,offseason,POINT (-86.6022437 36.1084577)
1634662,URN:CornellLabOfOrnithology:EBIRD:OBS291967639,2015-01-17,species,Northern Pintail,Anas acuta,Tennessee,Davidson,,,36.1658592,-86.7844009,obsr561407,,2015,1,offseason,POINT (-86.78440089999999 36.1658592)
1634663,URN:CornellLabOfOrnithology:EBIRD:OBS290388137,2015-01-11,species,Northern Pintail,Anas acuta,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr115242,"<br />Submitted from BirdLog NA for iOS, version 1.8",2015,1,offseason,POINT (-86.7073683 36.1781386)
1635385,URN:CornellLabOfOrnithology:EBIRD:OBS291903872,2015-01-19,species,Snow Goose,Anser caerulescens,Tennessee,Davidson,,,36.1521921,-86.9284072,obsr164304,,2015,1,offseason,POINT (-86.9284072 36.1521921)
1635386,URN:CornellLabOfOrnithology:EBIRD:OBS299441982,2015-01-18,species,Snow Goose,Anser caerulescens,Tennessee,Davidson,,,36.1709449,-86.7339733,obsr600921,,2015,1,offseason,POINT (-86.7339733 36.1709449)
1635387,URN:CornellLabOfOrnithology:EBIRD:OBS290386257,2015-01-11,species,Snow Goose,Anser caerulescens,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr164304,,2015,1,offseason,POINT (-86.7073683 36.1781386)
1635388,URN:CornellLabOfOrnithology:EBIRD:OBS291798190,2015-01-18,species,Snow Goose,Anser caerulescens,Tennessee,Davidson,,,36.1709449,-86.7339733,obsr426304,,2015,1,offseason,POINT (-86.7339733 36.1709449)
1635389,URN:CornellLabOfOrnithology:EBIRD:OBS290029112,2015-01-09,species,Snow Goose,Anser caerulescens,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr186024,,2015,1,offseason,POINT (-86.7073683 36.1781386)
1635390,URN:CornellLabOfOrnithology:EBIRD:OBS290061503,2015-01-09,species,Snow Goose,Anser caerulescens,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr164304,,2015,1,offseason,POINT (-86.7073683 36.1781386)
1635391,URN:CornellLabOfOrnithology:EBIRD:OBS290077220,2015-01-09,species,Snow Goose,Anser caerulescens,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr358441,Submitted from  BirdLog NA for Android v1.9.6,2015,1,offseason,POINT (-86.7073683 36.1781386)
1635392,URN:CornellLabOfOrnithology:EBIRD:OBS290015156,2015-01-09,species,Snow Goose,Anser caerulescens,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr212351,Submitted from  BirdLog NA for Android v1.9.6,2015,1,offseason,POINT (-86.7073683 36.1781386)
1635393,URN:CornellLabOfOrnithology:EBIRD:OBS417759234,2015-01-09,species,Snow Goose,Anser caerulescens,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr759997,,2015,1,offseason,POINT (-86.7073683 36.1781386)
1635394,URN:CornellLabOfOrnithology:EBIRD:OBS290907637,2015-01-13,species,Snow Goose,Anser caerulescens,Tennessee,Davidson,,,36.1695248,-86.7306554,obsr439294,,2015,1,offseason,POINT (-86.7306554 36.1695248)
1635395,URN:CornellLabOfOrnithology:EBIRD:OBS290388134,2015-01-11,species,Snow Goose,Anser caerulescens,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr115242,"<br />Submitted from BirdLog NA for iOS, version 1.8",2015,1,offseason,POINT (-86.7073683 36.1781386)
1635396,URN:CornellLabOfOrnithology:EBIRD:OBS291445908,2015-01-17,species,Snow Goose,Anser caerulescens,Tennessee,Davidson,,,36.1709449,-86.7339733,obsr426304,,2015,1,offseason,POINT (-86.7339733 36.1709449)
1635397,URN:CornellLabOfOrnithology:EBIRD:OBS290804625,2015-01-13,species,Snow Goose,Anser caerulescens,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr186024,,2015,1,offseason,POINT (-86.7073683 36.1781386)
1635635,URN:CornellLabOfOrnithology:EBIRD:OBS294131634,2015-01-31,species,Western Grebe,Aechmophorus occidentalis,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr212351,,2015,1,offseason,POINT (-86.6206741 36.1101431)
1635636,URN:CornellLabOfOrnithology:EBIRD:OBS294241266,2015-01-31,species,Western Grebe,Aechmophorus occidentalis,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr439294,,2015,1,offseason,POINT (-86.6206741 36.1101431)
1635637,URN:CornellLabOfOrnithology:EBIRD:OBS294129558,2015-01-31,species,Western Grebe,Aechmophorus occidentalis,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr164304,,2015,1,offseason,POINT (-86.6206741 36.1101431)
1635638,URN:CornellLabOfOrnithology:EBIRD:OBS295343857,2015-01-31,species,Western Grebe,Aechmophorus occidentalis,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr205666,,2015,1,offseason,POINT (-86.6206741 36.1101431)
1680636,URN:CornellLabOfOrnithology:EBIRD:OBS299000118,2015-02-22,species,American Pipit,Anthus rubescens,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr164304,,2015,2,offseason,POINT (-86.6206741 36.1101431)
1680637,URN:CornellLabOfOrnithology:EBIRD:OBS300157789,2015-02-28,species,American Pipit,Anthus rubescens,Tennessee,Davidson,,,36.0960824,-86.542124,obsr584170,,2015,2,offseason,POINT (-86.542124 36.0960824)
1680638,URN:CornellLabOfOrnithology:EBIRD:OBS300106992,2015-02-28,species,American Pipit,Anthus rubescens,Tennessee,Davidson,,,36.0960824,-86.542124,obsr600921,,2015,2,offseason,POINT (-86.542124 36.0960824)
1680639,URN:CornellLabOfOrnithology:EBIRD:OBS300082251,2015-02-28,species,American Pipit,Anthus rubescens,Tennessee,Davidson,,,36.0960824,-86.542124,obsr426304,,2015,2,offseason,POINT (-86.542124 36.0960824)
1680640,URN:CornellLabOfOrnithology:EBIRD:OBS298985175,2015-02-22,species,American Pipit,Anthus rubescens,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr212351,"Windy and overcast, 36 degrees.  Bird activity was pretty high as the recent snow and ice are starting to melt away.  Adult Bald Eagle kept the gulls and waterfowl stirred up as well.",2015,2,offseason,POINT (-86.6206741 36.1101431)
1680905,URN:CornellLabOfOrnithology:EBIRD:OBS294965631,2015-02-04,species,American Woodcock,Scolopax minor,Tennessee,Davidson,,,36.0904476,-87.025795,obsr358441,Submitted from  BirdLog NA for Android v1.9.6,2015,2,offseason,POINT (-87.025795 36.0904476)
1680906,URN:CornellLabOfOrnithology:EBIRD:OBS310618095,2015-02-25,species,American Woodcock,Scolopax minor,Tennessee,Davidson,,,36.1540066,-86.922648,obsr552834,,2015,2,offseason,POINT (-86.922648 36.1540066)
1680907,URN:CornellLabOfOrnithology:EBIRD:OBS299460682,2015-02-24,species,American Woodcock,Scolopax minor,Tennessee,Davidson,,,36.1521921,-86.9284072,obsr86051,,2015,2,offseason,POINT (-86.9284072 36.1521921)
1680908,URN:CornellLabOfOrnithology:EBIRD:OBS301195698,2015-02-25,species,American Woodcock,Scolopax minor,Tennessee,Davidson,,,36.1540066,-86.922648,obsr559441,,2015,2,offseason,POINT (-86.922648 36.1540066)
1680909,URN:CornellLabOfOrnithology:EBIRD:OBS299684456,2015-02-26,species,American Tree Sparrow,Spizelloides arborea,Tennessee,Davidson,,,36.0927853,-87.0093181,obsr358441,,2015,2,offseason,POINT (-87.0093181 36.0927853)
1680910,URN:CornellLabOfOrnithology:EBIRD:OBS418021466,2015-02-26,species,American Tree Sparrow,Spizelloides arborea,Tennessee,Davidson,,,36.0927853,-87.0093181,obsr759997,,2015,2,offseason,POINT (-87.0093181 36.0927853)
1681877,URN:CornellLabOfOrnithology:EBIRD:OBS302906436,2015-02-28,species,Common Merganser,Mergus merganser,Tennessee,Davidson,,,36.1312841,-86.5679757,obsr108380,"areas include 7 Points Rec Area, & Elm Hill Rec area",2015,2,offseason,POINT (-86.56797570000001 36.1312841)
1681878,URN:CornellLabOfOrnithology:EBIRD:OBS302901171,2015-02-27,species,Common Merganser,Mergus merganser,Tennessee,Davidson,,,36.1312841,-86.5679757,obsr108380,,2015,2,offseason,POINT (-86.56797570000001 36.1312841)
1681879,URN:CornellLabOfOrnithology:EBIRD:OBS300149127,2015-02-28,species,Common Merganser,Mergus merganser,Tennessee,Davidson,,,36.1312841,-86.5679757,obsr212351,Submitted from  BirdLog NA for Android v1.9.6,2015,2,offseason,POINT (-86.56797570000001 36.1312841)
1681880,URN:CornellLabOfOrnithology:EBIRD:OBS300186147,2015-02-28,species,Common Merganser,Mergus merganser,Tennessee,Davidson,,,36.1312841,-86.5679757,obsr164304,,2015,2,offseason,POINT (-86.56797570000001 36.1312841)
1681881,URN:CornellLabOfOrnithology:EBIRD:OBS294402211,2015-02-01,species,Common Merganser,Mergus merganser,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr149602,,2015,2,offseason,POINT (-86.6206741 36.1101431)
1681882,URN:CornellLabOfOrnithology:EBIRD:OBS300208602,2015-02-28,species,Common Merganser,Mergus merganser,Tennessee,Davidson,,,36.1312841,-86.5679757,obsr186024,,2015,2,offseason,POINT (-86.56797570000001 36.1312841)
1682309,URN:CornellLabOfOrnithology:EBIRD:OBS296168610,2015-02-11,species,Eurasian Collared-Dove,Streptopelia decaocto,Tennessee,Davidson,,,36.1644532,-86.7834091,obsr243504,,2015,2,offseason,POINT (-86.7834091 36.1644532)
1682729,URN:CornellLabOfOrnithology:EBIRD:OBS294328862,2015-02-01,species,Greater Scaup,Aythya marila,Tennessee,Davidson,,,36.293249,-86.6878734,obsr212351,Submitted from  BirdLog NA for Android v1.9.6,2015,2,offseason,POINT (-86.6878734 36.293249)
1682730,URN:CornellLabOfOrnithology:EBIRD:OBS302905122,2015-02-27,species,Greater Scaup,Aythya marila,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr108380,,2015,2,offseason,POINT (-86.6206741 36.1101431)
1682731,URN:CornellLabOfOrnithology:EBIRD:OBS296430609,2015-02-13,species,Greater Scaup,Aythya marila,Tennessee,Davidson,,,36.293249,-86.6878734,obsr212351,Submitted from  BirdLog NA for Android v1.9.6,2015,2,offseason,POINT (-86.6878734 36.293249)
1682732,URN:CornellLabOfOrnithology:EBIRD:OBS300112882,2015-02-28,species,Greater Scaup,Aythya marila,Tennessee,Davidson,,,36.12815,-86.62179,obsr164304,,2015,2,offseason,POINT (-86.62179 36.12815)
1682733,URN:CornellLabOfOrnithology:EBIRD:OBS299370047,2015-02-24,species,Greater Scaup,Aythya marila,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr298046,,2015,2,offseason,POINT (-86.6206741 36.1101431)
1682734,URN:CornellLabOfOrnithology:EBIRD:OBS299251446,2015-02-23,species,Greater Scaup,Aythya marila,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr186024,,2015,2,offseason,POINT (-86.6206741 36.1101431)
1682735,URN:CornellLabOfOrnithology:EBIRD:OBS299425706,2015-02-24,species,Greater Scaup,Aythya marila,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr186024,,2015,2,offseason,POINT (-86.6206741 36.1101431)
1682736,URN:CornellLabOfOrnithology:EBIRD:OBS299000134,2015-02-22,species,Greater Scaup,Aythya marila,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr164304,,2015,2,offseason,POINT (-86.6206741 36.1101431)
1682737,URN:CornellLabOfOrnithology:EBIRD:OBS298985191,2015-02-22,species,Greater Scaup,Aythya marila,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr212351,"Windy and overcast, 36 degrees.  Bird activity was pretty high as the recent snow and ice are starting to melt away.  Adult Bald Eagle kept the gulls and waterfowl stirred up as well.",2015,2,offseason,POINT (-86.6206741 36.1101431)
1682738,URN:CornellLabOfOrnithology:EBIRD:OBS300022212,2015-02-28,species,Greater Scaup,Aythya marila,Tennessee,Davidson,,,36.1285638,-86.6220045,obsr212351,Submitted from  BirdLog NA for Android v1.9.6,2015,2,offseason,POINT (-86.6220045 36.1285638)
1683196,URN:CornellLabOfOrnithology:EBIRD:OBS299000152,2015-02-22,species,Merlin,Falco columbarius,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr164304,,2015,2,offseason,POINT (-86.6206741 36.1101431)
1683197,URN:CornellLabOfOrnithology:EBIRD:OBS294949114,2015-02-04,species,Merlin,Falco columbarius,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr43705,Josh Stevenson and Stephen Zipperer were present at different times.,2015,2,offseason,POINT (-86.6206741 36.1101431)
1683198,URN:CornellLabOfOrnithology:EBIRD:OBS300149137,2015-02-28,species,Merlin,Falco columbarius,Tennessee,Davidson,,,36.1312841,-86.5679757,obsr212351,Submitted from  BirdLog NA for Android v1.9.6,2015,2,offseason,POINT (-86.56797570000001 36.1312841)
1683199,URN:CornellLabOfOrnithology:EBIRD:OBS298985209,2015-02-22,species,Merlin,Falco columbarius,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr212351,"Windy and overcast, 36 degrees.  Bird activity was pretty high as the recent snow and ice are starting to melt away.  Adult Bald Eagle kept the gulls and waterfowl stirred up as well.",2015,2,offseason,POINT (-86.6206741 36.1101431)
1683200,URN:CornellLabOfOrnithology:EBIRD:OBS300186157,2015-02-28,species,Merlin,Falco columbarius,Tennessee,Davidson,,,36.1312841,-86.5679757,obsr164304,,2015,2,offseason,POINT (-86.56797570000001 36.1312841)
1683201,URN:CornellLabOfOrnithology:EBIRD:OBS295376255,2015-02-06,species,Merlin,Falco columbarius,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr163792,"Arrived early, walking out to find Chris Holt already there. Chris is a new birder, first time we've met. Later Ed Schneider and Stanley York came, followed by Stephen Zipperrer and his Dad. No sign of a Pacific Loon, but lots of coves that can't be seen from here. Didn't look anywhere else on the lake, which I had intended too. Went straight from here to the Rutherford Co Landfill site for the Iceland Gull. Beautiful day, very light wind, cold initially at about 20 F, but warmed to the 40's pretty rapidly. Very little cloud cover.",2015,2,offseason,POINT (-86.6206741 36.1101431)
1683784,URN:CornellLabOfOrnithology:EBIRD:OBS295413570,2015-02-07,species,Northern Pintail,Anas acuta,Tennessee,Davidson,,,36.1330773,-86.594599,obsr164304,,2015,2,offseason,POINT (-86.594599 36.1330773)
1683785,URN:CornellLabOfOrnithology:EBIRD:OBS295363276,2015-02-07,species,Northern Pintail,Anas acuta,Tennessee,Davidson,,,36.1330773,-86.594599,obsr186024,,2015,2,offseason,POINT (-86.594599 36.1330773)
1683786,URN:CornellLabOfOrnithology:EBIRD:OBS295319301,2015-02-07,species,Northern Pintail,Anas acuta,Tennessee,Davidson,,,36.1330773,-86.594599,obsr212351,Submitted from  BirdLog NA for Android v1.9.6,2015,2,offseason,POINT (-86.594599 36.1330773)
1683841,URN:CornellLabOfOrnithology:EBIRD:OBS294936743,2015-02-04,species,Pacific Loon,Gavia pacifica,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr560695,,2015,2,offseason,POINT (-86.6206741 36.1101431)
1683842,URN:CornellLabOfOrnithology:EBIRD:OBS294627049,2015-02-02,species,Pacific Loon,Gavia pacifica,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr439294,Walked around and scoped the lake with Stephen Zipperer,2015,2,offseason,POINT (-86.6206741 36.1101431)
1683843,URN:CornellLabOfOrnithology:EBIRD:OBS294585776,2015-02-02,species,Pacific Loon,Gavia pacifica,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr358441,Submitted from  BirdLog NA for Android v1.9.6,2015,2,offseason,POINT (-86.6206741 36.1101431)
1683844,URN:CornellLabOfOrnithology:EBIRD:OBS296760654,2015-02-14,species,Pacific Loon,Gavia pacifica,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr115242,"<br />Submitted from BirdLog NA for iOS, version 1.8",2015,2,offseason,POINT (-86.6206741 36.1101431)
1683845,URN:CornellLabOfOrnithology:EBIRD:OBS294332374,2015-02-01,species,Pacific Loon,Gavia pacifica,Tennessee,Davidson,,,36.1084577,-86.6022437,obsr298046,,2015,2,offseason,POINT (-86.6022437 36.1084577)
1683846,URN:CornellLabOfOrnithology:EBIRD:OBS294936209,2015-02-04,species,Pacific Loon,Gavia pacifica,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr326514,,2015,2,offseason,POINT (-86.6206741 36.1101431)
1683847,URN:CornellLabOfOrnithology:EBIRD:OBS294949117,2015-02-04,species,Pacific Loon,Gavia pacifica,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr43705,Josh Stevenson and Stephen Zipperer were present at different times.,2015,2,offseason,POINT (-86.6206741 36.1101431)
1683848,URN:CornellLabOfOrnithology:EBIRD:OBS295482099,2015-02-06,species,Pacific Loon,Gavia pacifica,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr419900,from boat ramp out to point,2015,2,offseason,POINT (-86.6206741 36.1101431)
1683849,URN:CornellLabOfOrnithology:EBIRD:OBS294321626,2015-02-01,species,Pacific Loon,Gavia pacifica,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr429352,Submitted from  BirdLog NA for Android v1.9.3,2015,2,offseason,POINT (-86.6206741 36.1101431)
1683850,URN:CornellLabOfOrnithology:EBIRD:OBS294907969,2015-02-04,species,Pacific Loon,Gavia pacifica,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr237690,,2015,2,offseason,POINT (-86.6206741 36.1101431)
1683851,URN:CornellLabOfOrnithology:EBIRD:OBS294615734,2015-02-02,species,Pacific Loon,Gavia pacifica,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr298046,,2015,2,offseason,POINT (-86.6206741 36.1101431)
1683852,URN:CornellLabOfOrnithology:EBIRD:OBS307976381,2015-02-01,species,Pacific Loon,Gavia pacifica,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr611141,Submitted from  BirdLog NA for Android v1.9.3,2015,2,offseason,POINT (-86.6206741 36.1101431)
1683853,URN:CornellLabOfOrnithology:EBIRD:OBS294924199,2015-02-04,species,Pacific Loon,Gavia pacifica,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr358441,went back to site with Scott Sommershoe to get views through his scope of red-throated loon and western grebe. Submitted from  BirdLog NA for Android v1.9.6,2015,2,offseason,POINT (-86.6206741 36.1101431)
1683854,URN:CornellLabOfOrnithology:EBIRD:OBS294888932,2015-02-04,species,Pacific Loon,Gavia pacifica,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr186024,,2015,2,offseason,POINT (-86.6206741 36.1101431)
1683951,URN:CornellLabOfOrnithology:EBIRD:OBS302906433,2015-02-28,species,Red-breasted Merganser,Mergus serrator,Tennessee,Davidson,,,36.1312841,-86.5679757,obsr108380,"areas include 7 Points Rec Area, & Elm Hill Rec area",2015,2,offseason,POINT (-86.56797570000001 36.1312841)
1683952,URN:CornellLabOfOrnithology:EBIRD:OBS296760653,2015-02-14,species,Red-breasted Merganser,Mergus serrator,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr115242,"<br />Submitted from BirdLog NA for iOS, version 1.8",2015,2,offseason,POINT (-86.6206741 36.1101431)
1684179,URN:CornellLabOfOrnithology:EBIRD:OBS298985196,2015-02-22,species,Red-throated Loon,Gavia stellata,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr212351,"Windy and overcast, 36 degrees.  Bird activity was pretty high as the recent snow and ice are starting to melt away.  Adult Bald Eagle kept the gulls and waterfowl stirred up as well.",2015,2,offseason,POINT (-86.6206741 36.1101431)
1684180,URN:CornellLabOfOrnithology:EBIRD:OBS294936746,2015-02-04,species,Red-throated Loon,Gavia stellata,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr560695,,2015,2,offseason,POINT (-86.6206741 36.1101431)
1684181,URN:CornellLabOfOrnithology:EBIRD:OBS295649498,2015-02-06,species,Red-throated Loon,Gavia stellata,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr54372,with Susan and Mike Hubley,2015,2,offseason,POINT (-86.6206741 36.1101431)
1684182,URN:CornellLabOfOrnithology:EBIRD:OBS294936212,2015-02-04,species,Red-throated Loon,Gavia stellata,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr326514,,2015,2,offseason,POINT (-86.6206741 36.1101431)
1684183,URN:CornellLabOfOrnithology:EBIRD:OBS457005979,2015-02-06,species,Red-throated Loon,Gavia stellata,Tennessee,Davidson,,,36.1099657,-86.6178954,obsr842063,,2015,2,offseason,POINT (-86.61789539999999 36.1099657)
1684184,URN:CornellLabOfOrnithology:EBIRD:OBS294627048,2015-02-02,species,Red-throated Loon,Gavia stellata,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr439294,Walked around and scoped the lake with Stephen Zipperer,2015,2,offseason,POINT (-86.6206741 36.1101431)
1684185,URN:CornellLabOfOrnithology:EBIRD:OBS295041665,2015-02-05,species,Red-throated Loon,Gavia stellata,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr429352,Submitted from  BirdLog NA for Android v1.9.3,2015,2,offseason,POINT (-86.6206741 36.1101431)
1684186,URN:CornellLabOfOrnithology:EBIRD:OBS294875713,2015-02-04,species,Red-throated Loon,Gavia stellata,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr115242,,2015,2,offseason,POINT (-86.6206741 36.1101431)
1684187,URN:CornellLabOfOrnithology:EBIRD:OBS294940045,2015-02-04,species,Red-throated Loon,Gavia stellata,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr164304,,2015,2,offseason,POINT (-86.6206741 36.1101431)
1684188,URN:CornellLabOfOrnithology:EBIRD:OBS294888934,2015-02-04,species,Red-throated Loon,Gavia stellata,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr186024,,2015,2,offseason,POINT (-86.6206741 36.1101431)
1684189,URN:CornellLabOfOrnithology:EBIRD:OBS295063291,2015-02-05,species,Red-throated Loon,Gavia stellata,Tennessee,Davidson,,,36.110942,-86.617591,obsr164953,"<br />Submitted from BirdLog NA for iOS, version 1.8",2015,2,offseason,POINT (-86.617591 36.110942)
1684190,URN:CornellLabOfOrnithology:EBIRD:OBS295376248,2015-02-06,species,Red-throated Loon,Gavia stellata,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr163792,"Arrived early, walking out to find Chris Holt already there. Chris is a new birder, first time we've met. Later Ed Schneider and Stanley York came, followed by Stephen Zipperrer and his Dad. No sign of a Pacific Loon, but lots of coves that can't be seen from here. Didn't look anywhere else on the lake, which I had intended too. Went straight from here to the Rutherford Co Landfill site for the Iceland Gull. Beautiful day, very light wind, cold initially at about 20 F, but warmed to the 40's pretty rapidly. Very little cloud cover.",2015,2,offseason,POINT (-86.6206741 36.1101431)
1684191,URN:CornellLabOfOrnithology:EBIRD:OBS294716929,2015-02-03,species,Red-throated Loon,Gavia stellata,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr212351,"Clear and cold, 27 degrees.  Searched for wintering loons/grebes",2015,2,offseason,POINT (-86.6206741 36.1101431)
1684192,URN:CornellLabOfOrnithology:EBIRD:OBS299000139,2015-02-22,species,Red-throated Loon,Gavia stellata,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr164304,,2015,2,offseason,POINT (-86.6206741 36.1101431)
1684193,URN:CornellLabOfOrnithology:EBIRD:OBS294924198,2015-02-04,species,Red-throated Loon,Gavia stellata,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr358441,went back to site with Scott Sommershoe to get views through his scope of red-throated loon and western grebe. Submitted from  BirdLog NA for Android v1.9.6,2015,2,offseason,POINT (-86.6206741 36.1101431)
1684194,URN:CornellLabOfOrnithology:EBIRD:OBS300208604,2015-02-28,species,Red-throated Loon,Gavia stellata,Tennessee,Davidson,,,36.1312841,-86.5679757,obsr186024,,2015,2,offseason,POINT (-86.56797570000001 36.1312841)
1684195,URN:CornellLabOfOrnithology:EBIRD:OBS295238658,2015-02-06,species,Red-throated Loon,Gavia stellata,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr290393,,2015,2,offseason,POINT (-86.6206741 36.1101431)
1684196,URN:CornellLabOfOrnithology:EBIRD:OBS300149129,2015-02-28,species,Red-throated Loon,Gavia stellata,Tennessee,Davidson,,,36.1312841,-86.5679757,obsr212351,Submitted from  BirdLog NA for Android v1.9.6,2015,2,offseason,POINT (-86.56797570000001 36.1312841)
1684197,URN:CornellLabOfOrnithology:EBIRD:OBS294907972,2015-02-04,species,Red-throated Loon,Gavia stellata,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr237690,,2015,2,offseason,POINT (-86.6206741 36.1101431)
1684198,URN:CornellLabOfOrnithology:EBIRD:OBS294949107,2015-02-04,species,Red-throated Loon,Gavia stellata,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr43705,Josh Stevenson and Stephen Zipperer were present at different times.,2015,2,offseason,POINT (-86.6206741 36.1101431)
1684199,URN:CornellLabOfOrnithology:EBIRD:OBS295268579,2015-02-06,species,Red-throated Loon,Gavia stellata,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr298046,,2015,2,offseason,POINT (-86.6206741 36.1101431)
1684200,URN:CornellLabOfOrnithology:EBIRD:OBS294615736,2015-02-02,species,Red-throated Loon,Gavia stellata,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr298046,,2015,2,offseason,POINT (-86.6206741 36.1101431)
1684201,URN:CornellLabOfOrnithology:EBIRD:OBS307976048,2015-02-05,species,Red-throated Loon,Gavia stellata,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr611141,Submitted from  BirdLog NA for Android v1.9.3,2015,2,offseason,POINT (-86.6206741 36.1101431)
1684202,URN:CornellLabOfOrnithology:EBIRD:OBS300186149,2015-02-28,species,Red-throated Loon,Gavia stellata,Tennessee,Davidson,,,36.1312841,-86.5679757,obsr164304,,2015,2,offseason,POINT (-86.56797570000001 36.1312841)
1684203,URN:CornellLabOfOrnithology:EBIRD:OBS295269050,2015-02-06,species,Red-throated Loon,Gavia stellata,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr86923,,2015,2,offseason,POINT (-86.6206741 36.1101431)
1684892,URN:CornellLabOfOrnithology:EBIRD:OBS457005978,2015-02-06,species,Western Grebe,Aechmophorus occidentalis,Tennessee,Davidson,,,36.1099657,-86.6178954,obsr842063,,2015,2,offseason,POINT (-86.61789539999999 36.1099657)
1684893,URN:CornellLabOfOrnithology:EBIRD:OBS295041669,2015-02-05,species,Western Grebe,Aechmophorus occidentalis,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr429352,Submitted from  BirdLog NA for Android v1.9.3,2015,2,offseason,POINT (-86.6206741 36.1101431)
1684894,URN:CornellLabOfOrnithology:EBIRD:OBS294875716,2015-02-04,species,Western Grebe,Aechmophorus occidentalis,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr115242,,2015,2,offseason,POINT (-86.6206741 36.1101431)
