,global_unique_identifier,observation_date,category,common_name,scientific_name,state,county,iba_code,usfws_code,lat,long,observer_id,trip_comments,observation_year,observation_month,season,geometry
18476,URN:CornellLabOfOrnithology:EBIRD:OBS386589735,2007-04-28,species,Lincoln's Sparrow,Melospiza lincolnii,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr212351,Birding with Mary Zimmerman and Mike Smith,2007,4,spring migration,POINT (-86.7073683 36.1781386)
18477,URN:CornellLabOfOrnithology:EBIRD:OBS386571616,2007-04-28,species,Lincoln's Sparrow,Melospiza lincolnii,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr164304,,2007,4,spring migration,POINT (-86.7073683 36.1781386)
18490,URN:CornellLabOfOrnithology:EBIRD:OBS335476831,2007-04-28,species,Mourning Warbler,Geothlypis philadelphia,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr60808,,2007,4,spring migration,POINT (-86.8016968 36.0602989)
28984,URN:CornellLabOfOrnithology:EBIRD:OBS390814040,2007-05-01,species,American Avocet,Recurvirostra americana,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr238583,,2007,5,spring migration,POINT (-86.8016968 36.0602989)
29028,URN:CornellLabOfOrnithology:EBIRD:OBS41653876,2007-05-25,species,Bank Swallow,Riparia riparia,Tennessee,Davidson,,,36.1658592,-86.7844009,obsr121324,,2007,5,spring migration,POINT (-86.78440089999999 36.1658592)
29132,URN:CornellLabOfOrnithology:EBIRD:OBS335476886,2007-05-05,species,Cerulean Warbler,Setophaga cerulea,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr60808,,2007,5,spring migration,POINT (-86.8016968 36.0602989)
29133,URN:CornellLabOfOrnithology:EBIRD:OBS386560916,2007-05-02,species,Cerulean Warbler,Setophaga cerulea,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr164304,,2007,5,spring migration,POINT (-86.8016968 36.0602989)
29166,URN:CornellLabOfOrnithology:EBIRD:OBS386706165,2007-05-09,species,Connecticut Warbler,Oporornis agilis,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr186024,,2007,5,spring migration,POINT (-86.8016968 36.0602989)
29167,URN:CornellLabOfOrnithology:EBIRD:OBS96711476,2007-05-10,species,Connecticut Warbler,Oporornis agilis,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr223781,,2007,5,spring migration,POINT (-86.8016968 36.0602989)
29168,URN:CornellLabOfOrnithology:EBIRD:OBS386563977,2007-05-09,species,Connecticut Warbler,Oporornis agilis,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr164304,,2007,5,spring migration,POINT (-86.8016968 36.0602989)
29254,URN:CornellLabOfOrnithology:EBIRD:OBS277590986,2007-05-04,species,Least Flycatcher,Empidonax minimus,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr212351,Birded Mission Hill and Phase 1 of Shelby Bottoms,2007,5,spring migration,POINT (-86.7073683 36.1781386)
29255,URN:CornellLabOfOrnithology:EBIRD:OBS386560909,2007-05-02,species,Least Flycatcher,Empidonax minimus,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr164304,,2007,5,spring migration,POINT (-86.8016968 36.0602989)
29256,URN:CornellLabOfOrnithology:EBIRD:OBS289688550,2007-05-05,species,Least Flycatcher,Empidonax minimus,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr212351,"Fabulous morning at Radnor Lake, not only in terms of the species, but the sheer numbers of birds.",2007,5,spring migration,POINT (-86.8016968 36.0602989)
29257,URN:CornellLabOfOrnithology:EBIRD:OBS335476954,2007-05-05,species,Least Flycatcher,Empidonax minimus,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr60808,,2007,5,spring migration,POINT (-86.8016968 36.0602989)
29277,URN:CornellLabOfOrnithology:EBIRD:OBS335476955,2007-05-05,species,Mourning Warbler,Geothlypis philadelphia,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr60808,,2007,5,spring migration,POINT (-86.8016968 36.0602989)
29278,URN:CornellLabOfOrnithology:EBIRD:OBS289688576,2007-05-05,species,Mourning Warbler,Geothlypis philadelphia,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr212351,"Fabulous morning at Radnor Lake, not only in terms of the species, but the sheer numbers of birds.",2007,5,spring migration,POINT (-86.8016968 36.0602989)
29279,URN:CornellLabOfOrnithology:EBIRD:OBS386563937,2007-05-09,species,Mourning Warbler,Geothlypis philadelphia,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr164304,,2007,5,spring migration,POINT (-86.8016968 36.0602989)
29280,URN:CornellLabOfOrnithology:EBIRD:OBS415268671,2007-05-07,species,Mourning Warbler,Geothlypis philadelphia,Tennessee,Davidson,US-TN_2844,,36.0610167,-86.9052351,obsr614175,,2007,5,spring migration,POINT (-86.9052351 36.0610167)
29281,URN:CornellLabOfOrnithology:EBIRD:OBS386706125,2007-05-09,species,Mourning Warbler,Geothlypis philadelphia,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr186024,,2007,5,spring migration,POINT (-86.8016968 36.0602989)
29489,URN:CornellLabOfOrnithology:EBIRD:OBS41768809,2007-05-21,species,Willow Flycatcher,Empidonax traillii,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr89014,,2007,5,spring migration,POINT (-86.8016968 36.0602989)
29490,URN:CornellLabOfOrnithology:EBIRD:OBS277590985,2007-05-04,species,Willow Flycatcher,Empidonax traillii,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr212351,Birded Mission Hill and Phase 1 of Shelby Bottoms,2007,5,spring migration,POINT (-86.7073683 36.1781386)
55366,URN:CornellLabOfOrnithology:EBIRD:OBS96711515,2007-09-29,species,Mourning Warbler,Geothlypis philadelphia,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr223781,,2007,9,fall migration,POINT (-86.8016968 36.0602989)
55395,URN:CornellLabOfOrnithology:EBIRD:OBS167791063,2007-09-19,species,Red-breasted Nuthatch,Sitta canadensis,Tennessee,Davidson,,,36.062786,-86.7471886,obsr43705,,2007,9,fall migration,POINT (-86.7471886 36.062786)
55396,URN:CornellLabOfOrnithology:EBIRD:OBS96711505,2007-09-16,species,Red-breasted Nuthatch,Sitta canadensis,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr223781,,2007,9,fall migration,POINT (-86.8016968 36.0602989)
55448,URN:CornellLabOfOrnithology:EBIRD:OBS96711510,2007-09-16,species,Yellow-bellied Flycatcher,Empidonax flaviventris,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr223781,,2007,9,fall migration,POINT (-86.8016968 36.0602989)
76861,URN:CornellLabOfOrnithology:EBIRD:OBS46550016,2008-01-01,species,American Woodcock,Scolopax minor,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr89503,,2008,1,offseason,POINT (-86.7073683 36.1781386)
82837,URN:CornellLabOfOrnithology:EBIRD:OBS65912644,2008-02-22,species,American Woodcock,Scolopax minor,Tennessee,Davidson,,,36.167762,-86.778366,obsr165022,,2008,2,offseason,POINT (-86.77836600000001 36.167762)
88946,URN:CornellLabOfOrnithology:EBIRD:OBS51907873,2008-03-29,species,American Pipit,Anthus rubescens,Tennessee,Davidson,,,36.29695,-86.8883,obsr135002,,2008,3,spring migration,POINT (-86.8883 36.29695)
88951,URN:CornellLabOfOrnithology:EBIRD:OBS65912731,2008-03-15,species,American Woodcock,Scolopax minor,Tennessee,Davidson,US-TN_2844,,36.060704,-86.9062218,obsr165022,,2008,3,spring migration,POINT (-86.9062218 36.060704)
89008,URN:CornellLabOfOrnithology:EBIRD:OBS51907897,2008-03-29,species,Eurasian Collared-Dove,Streptopelia decaocto,Tennessee,Davidson,,,36.29695,-86.8883,obsr135002,,2008,3,spring migration,POINT (-86.8883 36.29695)
89060,URN:CornellLabOfOrnithology:EBIRD:OBS165081259,2008-03-22,species,Red-breasted Nuthatch,Sitta canadensis,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr332473,,2008,3,spring migration,POINT (-86.7073683 36.1781386)
89093,URN:CornellLabOfOrnithology:EBIRD:OBS51907888,2008-03-29,species,Vesper Sparrow,Pooecetes gramineus,Tennessee,Davidson,,,36.29695,-86.8883,obsr135002,,2008,3,spring migration,POINT (-86.8883 36.29695)
97893,URN:CornellLabOfOrnithology:EBIRD:OBS96711627,2008-04-27,species,Bank Swallow,Riparia riparia,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr223781,,2008,4,spring migration,POINT (-86.8016968 36.0602989)
110438,URN:CornellLabOfOrnithology:EBIRD:OBS58613782,2008-05-05,species,Cerulean Warbler,Setophaga cerulea,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr164304,,2008,5,spring migration,POINT (-86.8016968 36.0602989)
110439,URN:CornellLabOfOrnithology:EBIRD:OBS53376354,2008-05-04,species,Cerulean Warbler,Setophaga cerulea,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr149602,,2008,5,spring migration,POINT (-86.8016968 36.0602989)
110489,URN:CornellLabOfOrnithology:EBIRD:OBS66944468,2008-05-17,species,Connecticut Warbler,Oporornis agilis,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr164304,,2008,5,spring migration,POINT (-86.7073683 36.1781386)
110490,URN:CornellLabOfOrnithology:EBIRD:OBS96711715,2008-05-17,species,Connecticut Warbler,Oporornis agilis,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr223781,,2008,5,spring migration,POINT (-86.7073683 36.1781386)
110491,URN:CornellLabOfOrnithology:EBIRD:OBS389835031,2008-05-17,species,Connecticut Warbler,Oporornis agilis,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr238583,,2008,5,spring migration,POINT (-86.7073683 36.1781386)
110492,URN:CornellLabOfOrnithology:EBIRD:OBS66944261,2008-05-10,species,Connecticut Warbler,Oporornis agilis,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr164304,,2008,5,spring migration,POINT (-86.7073683 36.1781386)
110495,URN:CornellLabOfOrnithology:EBIRD:OBS448954177,2008-05-26,species,Dickcissel,Spiza americana,Tennessee,Davidson,,,36.1521921,-86.9284072,obsr149602,,2008,5,spring migration,POINT (-86.9284072 36.1521921)
110496,URN:CornellLabOfOrnithology:EBIRD:OBS54462218,2008-05-31,species,Dickcissel,Spiza americana,Tennessee,Davidson,,,36.1521921,-86.9284072,obsr149602,,2008,5,spring migration,POINT (-86.9284072 36.1521921)
110602,URN:CornellLabOfOrnithology:EBIRD:OBS54017974,2008-05-14,species,Forster's Tern,Sterna forsteri,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr100580,,2008,5,spring migration,POINT (-86.8016968 36.0602989)
110603,URN:CornellLabOfOrnithology:EBIRD:OBS65598696,2008-05-14,species,Forster's Tern,Sterna forsteri,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr165022,,2008,5,spring migration,POINT (-86.8016968 36.0602989)
110699,URN:CornellLabOfOrnithology:EBIRD:OBS66944267,2008-05-10,species,Least Flycatcher,Empidonax minimus,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr164304,,2008,5,spring migration,POINT (-86.7073683 36.1781386)
110700,URN:CornellLabOfOrnithology:EBIRD:OBS96711684,2008-05-10,species,Least Flycatcher,Empidonax minimus,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr223781,,2008,5,spring migration,POINT (-86.8016968 36.0602989)
110701,URN:CornellLabOfOrnithology:EBIRD:OBS335518658,2008-05-04,species,Least Flycatcher,Empidonax minimus,Tennessee,Davidson,,,36.1658592,-86.7844009,obsr60808,,2008,5,spring migration,POINT (-86.78440089999999 36.1658592)
110702,URN:CornellLabOfOrnithology:EBIRD:OBS335477097,2008-05-04,species,Least Flycatcher,Empidonax minimus,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr60808,,2008,5,spring migration,POINT (-86.8016968 36.0602989)
110703,URN:CornellLabOfOrnithology:EBIRD:OBS335477220,2008-05-11,species,Least Flycatcher,Empidonax minimus,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr60808,,2008,5,spring migration,POINT (-86.8016968 36.0602989)
110704,URN:CornellLabOfOrnithology:EBIRD:OBS58613780,2008-05-05,species,Least Flycatcher,Empidonax minimus,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr164304,,2008,5,spring migration,POINT (-86.8016968 36.0602989)
110705,URN:CornellLabOfOrnithology:EBIRD:OBS58613536,2008-05-04,species,Least Flycatcher,Empidonax minimus,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr164304,,2008,5,spring migration,POINT (-86.7073683 36.1781386)
110706,URN:CornellLabOfOrnithology:EBIRD:OBS335477105,2008-05-10,species,Least Flycatcher,Empidonax minimus,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr60808,,2008,5,spring migration,POINT (-86.8016968 36.0602989)
110747,URN:CornellLabOfOrnithology:EBIRD:OBS96711687,2008-05-10,species,Mourning Warbler,Geothlypis philadelphia,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr223781,,2008,5,spring migration,POINT (-86.8016968 36.0602989)
110748,URN:CornellLabOfOrnithology:EBIRD:OBS54017959,2008-05-14,species,Mourning Warbler,Geothlypis philadelphia,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr100580,,2008,5,spring migration,POINT (-86.8016968 36.0602989)
110749,URN:CornellLabOfOrnithology:EBIRD:OBS65592818,2008-05-06,species,Mourning Warbler,Geothlypis philadelphia,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr165022,,2008,5,spring migration,POINT (-86.8016968 36.0602989)
110750,URN:CornellLabOfOrnithology:EBIRD:OBS58613755,2008-05-05,species,Mourning Warbler,Geothlypis philadelphia,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr164304,,2008,5,spring migration,POINT (-86.8016968 36.0602989)
110751,URN:CornellLabOfOrnithology:EBIRD:OBS335477202,2008-05-11,species,Mourning Warbler,Geothlypis philadelphia,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr60808,,2008,5,spring migration,POINT (-86.8016968 36.0602989)
110752,URN:CornellLabOfOrnithology:EBIRD:OBS335479336,2008-05-03,species,Mourning Warbler,Geothlypis philadelphia,Tennessee,Davidson,,,36.2691614,-86.9043546,obsr60808,,2008,5,spring migration,POINT (-86.9043546 36.2691614)
110753,URN:CornellLabOfOrnithology:EBIRD:OBS335477033,2008-05-04,species,Mourning Warbler,Geothlypis philadelphia,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr60808,,2008,5,spring migration,POINT (-86.8016968 36.0602989)
110754,URN:CornellLabOfOrnithology:EBIRD:OBS65598868,2008-05-15,species,Mourning Warbler,Geothlypis philadelphia,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr165022,,2008,5,spring migration,POINT (-86.8016968 36.0602989)
110755,URN:CornellLabOfOrnithology:EBIRD:OBS335477193,2008-05-10,species,Mourning Warbler,Geothlypis philadelphia,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr60808,,2008,5,spring migration,POINT (-86.8016968 36.0602989)
110839,URN:CornellLabOfOrnithology:EBIRD:OBS335477211,2008-05-11,species,Olive-sided Flycatcher,Contopus cooperi,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr60808,,2008,5,spring migration,POINT (-86.8016968 36.0602989)
111044,URN:CornellLabOfOrnithology:EBIRD:OBS66944469,2008-05-17,species,Swainson's Warbler,Limnothlypis swainsonii,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr164304,,2008,5,spring migration,POINT (-86.7073683 36.1781386)
111045,URN:CornellLabOfOrnithology:EBIRD:OBS96711722,2008-05-17,species,Swainson's Warbler,Limnothlypis swainsonii,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr223781,,2008,5,spring migration,POINT (-86.7073683 36.1781386)
111046,URN:CornellLabOfOrnithology:EBIRD:OBS284348298,2008-05-03,species,Swainson's Warbler,Limnothlypis swainsonii,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr212351,Heavy rain in the area the night before--may have contibuted to this nice concentration--of Warblers.  ,2008,5,spring migration,POINT (-86.7073683 36.1781386)
111047,URN:CornellLabOfOrnithology:EBIRD:OBS1163847699,2008-05-06,species,Swainson's Warbler,Limnothlypis swainsonii,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr410551,,2008,5,spring migration,POINT (-86.7073683 36.1781386)
111048,URN:CornellLabOfOrnithology:EBIRD:OBS66944263,2008-05-10,species,Swainson's Warbler,Limnothlypis swainsonii,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr164304,,2008,5,spring migration,POINT (-86.7073683 36.1781386)
111049,URN:CornellLabOfOrnithology:EBIRD:OBS66943967,2008-05-03,species,Swainson's Warbler,Limnothlypis swainsonii,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr164304,,2008,5,spring migration,POINT (-86.7073683 36.1781386)
111146,URN:CornellLabOfOrnithology:EBIRD:OBS58613541,2008-05-04,species,Willow Flycatcher,Empidonax traillii,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr164304,,2008,5,spring migration,POINT (-86.7073683 36.1781386)
111147,URN:CornellLabOfOrnithology:EBIRD:OBS66944463,2008-05-17,species,Willow Flycatcher,Empidonax traillii,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr164304,,2008,5,spring migration,POINT (-86.7073683 36.1781386)
111148,URN:CornellLabOfOrnithology:EBIRD:OBS96711724,2008-05-17,species,Willow Flycatcher,Empidonax traillii,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr223781,,2008,5,spring migration,POINT (-86.7073683 36.1781386)
111186,URN:CornellLabOfOrnithology:EBIRD:OBS54022077,2008-05-18,species,Yellow-crowned Night-Heron,Nyctanassa violacea,Tennessee,Davidson,,,36.293821,-86.6625595,obsr149602,,2008,5,spring migration,POINT (-86.6625595 36.293821)
111209,URN:CornellLabOfOrnithology:EBIRD:OBS96711763,2008-05-18,species,Yellow-bellied Flycatcher,Empidonax flaviventris,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr223781,,2008,5,spring migration,POINT (-86.8016968 36.0602989)
111210,URN:CornellLabOfOrnithology:EBIRD:OBS335477109,2008-05-10,species,Yellow-bellied Flycatcher,Empidonax flaviventris,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr60808,,2008,5,spring migration,POINT (-86.8016968 36.0602989)
111211,URN:CornellLabOfOrnithology:EBIRD:OBS96711705,2008-05-10,species,Yellow-bellied Flycatcher,Empidonax flaviventris,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr223781,,2008,5,spring migration,POINT (-86.8016968 36.0602989)
120898,URN:CornellLabOfOrnithology:EBIRD:OBS54952310,2008-06-14,species,Yellow-crowned Night-Heron,Nyctanassa violacea,Tennessee,Davidson,,,36.2964151,-86.6595984,obsr117538,,2008,6,offseason,POINT (-86.65959839999999 36.2964151)
127132,URN:CornellLabOfOrnithology:EBIRD:OBS201202091,2008-07-14,species,Dickcissel,Spiza americana,Tennessee,Davidson,,,36.1521921,-86.9284072,obsr416187,,2008,7,offseason,POINT (-86.9284072 36.1521921)
136738,URN:CornellLabOfOrnithology:EBIRD:OBS56782267,2008-09-01,species,Black Tern,Chlidonias niger,Tennessee,Davidson,,,36.29095,-86.6630316,obsr35292,,2008,9,fall migration,POINT (-86.6630316 36.29095)
148820,URN:CornellLabOfOrnithology:EBIRD:OBS59377432,2008-11-26,species,Northern Pintail,Anas acuta,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr142118,,2008,11,offseason,POINT (-86.8016968 36.0602989)
148821,URN:CornellLabOfOrnithology:EBIRD:OBS74690361,2008-11-26,species,Northern Pintail,Anas acuta,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr194789,,2008,11,offseason,POINT (-86.8016968 36.0602989)
148822,URN:CornellLabOfOrnithology:EBIRD:OBS448943520,2008-11-03,species,Northern Pintail,Anas acuta,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr149602,,2008,11,offseason,POINT (-86.8016968 36.0602989)
148858,URN:CornellLabOfOrnithology:EBIRD:OBS58985806,2008-11-17,species,Snow Goose,Anser caerulescens,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr164304,,2008,11,offseason,POINT (-86.7073683 36.1781386)
155460,URN:CornellLabOfOrnithology:EBIRD:OBS59961195,2008-12-12,species,Northern Pintail,Anas acuta,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr165022,,2008,12,offseason,POINT (-86.8016968 36.0602989)
161588,URN:CornellLabOfOrnithology:EBIRD:OBS60980153,2009-01-05,species,American Woodcock,Scolopax minor,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr164304,,2009,1,offseason,POINT (-86.7073683 36.1781386)
161589,URN:CornellLabOfOrnithology:EBIRD:OBS62171460,2009-01-30,species,American Tree Sparrow,Spizelloides arborea,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr165022,,2009,1,offseason,POINT (-86.8016968 36.0602989)
161721,URN:CornellLabOfOrnithology:EBIRD:OBS61470119,2009-01-14,species,Greater Scaup,Aythya marila,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr165022,,2009,1,offseason,POINT (-86.8016968 36.0602989)
161722,URN:CornellLabOfOrnithology:EBIRD:OBS61850310,2009-01-23,species,Greater Scaup,Aythya marila,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr165022,,2009,1,offseason,POINT (-86.8016968 36.0602989)
161794,URN:CornellLabOfOrnithology:EBIRD:OBS71673404,2009-01-22,species,Northern Pintail,Anas acuta,Tennessee,Davidson,,,36.1735301,-86.826582,obsr186024,,2009,1,offseason,POINT (-86.826582 36.1735301)
161860,URN:CornellLabOfOrnithology:EBIRD:OBS61151196,2009-01-09,species,Snow Goose,Anser caerulescens,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr164304,,2009,1,offseason,POINT (-86.7073683 36.1781386)
161861,URN:CornellLabOfOrnithology:EBIRD:OBS61973717,2009-01-26,species,Snow Goose,Anser caerulescens,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr164304,,2009,1,offseason,POINT (-86.7073683 36.1781386)
161862,URN:CornellLabOfOrnithology:EBIRD:OBS60812377,2009-01-02,species,Snow Goose,Anser caerulescens,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr164304,,2009,1,offseason,POINT (-86.7073683 36.1781386)
161863,URN:CornellLabOfOrnithology:EBIRD:OBS61509931,2009-01-16,species,Snow Goose,Anser caerulescens,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr164304,,2009,1,offseason,POINT (-86.7073683 36.1781386)
161864,URN:CornellLabOfOrnithology:EBIRD:OBS61660537,2009-01-19,species,Snow Goose,Anser caerulescens,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr164304,,2009,1,offseason,POINT (-86.7073683 36.1781386)
169593,URN:CornellLabOfOrnithology:EBIRD:OBS448943601,2009-02-15,species,American Woodcock,Scolopax minor,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr149602,,2009,2,offseason,POINT (-86.8016968 36.0602989)
169864,URN:CornellLabOfOrnithology:EBIRD:OBS64911426,2009-02-20,species,Snow Goose,Anser caerulescens,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr164304,,2009,2,offseason,POINT (-86.7073683 36.1781386)
169865,URN:CornellLabOfOrnithology:EBIRD:OBS1637539118,2009-02-02,species,Snow Goose,Anser caerulescens,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr165022,,2009,2,offseason,POINT (-86.7073683 36.1781386)
169866,URN:CornellLabOfOrnithology:EBIRD:OBS65399310,2009-02-27,species,Snow Goose,Anser caerulescens,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr164304,,2009,2,offseason,POINT (-86.7073683 36.1781386)
169867,URN:CornellLabOfOrnithology:EBIRD:OBS62242931,2009-02-01,species,Snow Goose,Anser caerulescens,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr164304,,2009,2,offseason,POINT (-86.7073683 36.1781386)
177580,URN:CornellLabOfOrnithology:EBIRD:OBS67066244,2009-03-29,species,Red-breasted Merganser,Mergus serrator,Tennessee,Davidson,,,36.1617161,-86.6287422,obsr157900,,2009,3,spring migration,POINT (-86.6287422 36.1617161)
177581,URN:CornellLabOfOrnithology:EBIRD:OBS67068146,2009-03-29,species,Red-breasted Merganser,Mergus serrator,Tennessee,Davidson,,,36.1597818,-86.6214949,obsr159372,,2009,3,spring migration,POINT (-86.6214949 36.1597818)
177582,URN:CornellLabOfOrnithology:EBIRD:OBS67084514,2009-03-29,species,Red-breasted Merganser,Mergus serrator,Tennessee,Davidson,,,36.1568898,-86.6181025,obsr165022,,2009,3,spring migration,POINT (-86.61810250000001 36.1568898)
177663,URN:CornellLabOfOrnithology:EBIRD:OBS66938933,2009-03-27,species,Snow Goose,Anser caerulescens,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr164304,,2009,3,spring migration,POINT (-86.7073683 36.1781386)
177664,URN:CornellLabOfOrnithology:EBIRD:OBS66167364,2009-03-13,species,Snow Goose,Anser caerulescens,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr164304,,2009,3,spring migration,POINT (-86.7073683 36.1781386)
177665,URN:CornellLabOfOrnithology:EBIRD:OBS66399842,2009-03-18,species,Snow Goose,Anser caerulescens,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr164304,,2009,3,spring migration,POINT (-86.7073683 36.1781386)
177666,URN:CornellLabOfOrnithology:EBIRD:OBS65823206,2009-03-06,species,Snow Goose,Anser caerulescens,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr164304,,2009,3,spring migration,POINT (-86.7073683 36.1781386)
177712,URN:CornellLabOfOrnithology:EBIRD:OBS66678858,2009-03-23,species,Vesper Sparrow,Pooecetes gramineus,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr164304,,2009,3,spring migration,POINT (-86.7073683 36.1781386)
185871,URN:CornellLabOfOrnithology:EBIRD:OBS68215833,2009-04-15,species,Bank Swallow,Riparia riparia,Tennessee,Davidson,,,36.0540953,-86.5655708,obsr165022,,2009,4,spring migration,POINT (-86.5655708 36.0540953)
186353,URN:CornellLabOfOrnithology:EBIRD:OBS68690117,2009-04-23,species,Cerulean Warbler,Setophaga cerulea,Tennessee,Davidson,US-TN_2844,,36.060704,-86.9062218,obsr165022,,2009,4,spring migration,POINT (-86.9062218 36.060704)
186354,URN:CornellLabOfOrnithology:EBIRD:OBS68750380,2009-04-24,species,Cerulean Warbler,Setophaga cerulea,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr164304,,2009,4,spring migration,POINT (-86.7073683 36.1781386)
